company_name,exchange
Global Surfaces Limited,NSE
Gujarat State Petronet Limited,NSE
GSS Infotech Limited,NSE
G-TEC JAINX EDUCATION LIMITED,NSE
GTL Limited,NSE
GTL Infrastructure Limited,NSE
GTPL Hathway Limited,NSE
Gufic Biosciences Limited,NSE
Gujarat Alkalies and Chemicals Limited,NSE
Gujarat Apollo Industries Limited,NSE
Gujarat Gas Limited,NSE
Gujarat Raffia Industries Limited,NSE
Gujarat Themis Biosyn Limited,NSE
Gulf Oil Lubricants India Limited,NSE
GP Petroleums Limited,NSE
Gulshan Polyols Limited,NSE
GVK Power & Infrastructure Limited,NSE
GE Power India Limited,NSE
GVP Infotech Limited,NSE
GE Vernova T&D India Limited,NSE
Hindustan Aeronautics Limited,NSE
HALEOS LABS LIMITED,NSE
Happiest Minds Technologies Limited,NSE
Happy Forgings Limited,NSE
Hardwyn India Limited,NSE
Hariom Pipe Industries Limited,NSE
Harrisons  Malayalam Limited,NSE
Harsha Engineers International Limited,NSE
Hathway Cable & Datacom Limited,NSE
Hatsun Agro Product Limited,NSE
Havells India Limited,NSE
Sri Havisha Hospitality and Infrastructure Limited,NSE
HBL Engineering Limited,NSE
HB Stockholdings Limited,NSE
Hindustan Construction Company Limited,NSE
Healthcare Global Enterprises Limited,NSE
HCL Infosystems Limited,NSE
HCL Technologies Limited,NSE
HDB Financial Services Limited,NSE
HDFC Asset Management Company Limited,NSE
HDFC Bank Limited,NSE
HDFC Life Insurance Company Limited,NSE
Housing Development and Infrastructure Limited,NSE
Heads UP Ventures Limited,NSE
HEC Infra Projects Limited,NSE
HEG Limited,NSE
HeidelbergCement India Limited,NSE
Hemisphere Properties India Limited,NSE
Heranba Industries Limited,NSE
Heritage Foods Limited,NSE
Hero MotoCorp Limited,NSE
Hester Biosciences Limited,NSE
Heubach Colorants India Limited,NSE
Hexa Tradex Limited,NSE
Hexaware Technologies Limited,NSE
HFCL Limited,NSE
H.G. Infra Engineering Limited,NSE
HandsOn Global Management (HGM) Limited,NSE
Hinduja Global Solutions Limited,NSE
Hikal Limited,NSE
Highway Infrastructure Limited,NSE
Hilton Metal Forging Limited,NSE
Hilton Metal Forging Ltd-RE,NSE
Himatsingka Seide Limited,NSE
Hindalco Industries Limited,NSE
Hindustan Composites Limited,NSE
Hindcon Chemicals Limited,NSE
Hindustan Copper Limited,NSE
Hindustan Oil Exploration Company Limited,NSE
Hindustan Petroleum Corporation Limited,NSE
Hindustan Unilever Limited,NSE
Hindware Home Innovation Limited,NSE
Hindustan Zinc Limited,NSE
Hind Rectifiers Limited,NSE
Hisar Metal Industries Limited,NSE
Hi-Tech Pipes Limited,NSE
Hitech Corporation Limited,NSE
The Hi-Tech Gears Limited,NSE
HLE Glascoat Limited,NSE
HLV LIMITED,NSE
HMA Agro Industries Limited,NSE
HMT Limited,NSE
Hindustan Media Ventures Limited,NSE
Hindustan Foods Limited,NSE
Home First Finance Company India Limited,NSE
Honasa Consumer Limited,NSE
Honeywell Automation India Limited,NSE
Honda India Power Products Limited,NSE
HP Adhesives Limited,NSE
Hindprakash Industries Limited,NSE
HPL Electric & Power Limited,NSE
Himadri Speciality Chemical Limited,NSE
HT Media Limited,NSE
Hubtown Limited,NSE
Housing & Urban Development Corporation Limited,NSE
Huhtamaki India Limited,NSE
Hybrid Financial Services Limited,NSE
Hyundai Motor India Limited,NSE
Indiabulls Limited,NSE
ICDS Limited,NSE
Ice Make Refrigeration Limited,NSE
ICICI Prudential Asset Management Company Limited,NSE
ICICI Bank Limited,NSE
ICICI Lombard General Insurance Company Limited,NSE
ICICI Prudential Life Insurance Company Limited,NSE
Indo Count Industries Limited,NSE
ICRA Limited,NSE
IDBI Bank Limited,NSE
Vodafone Idea Limited,NSE
Ideaforge Technology Limited,NSE
IDFC First Bank Limited,NSE
Indian Energy Exchange Limited,NSE
IFB Agro Industries Limited,NSE
IFB Industries Limited,NSE
IFCI Limited,NSE
IFGL Refractories Limited,NSE
Igarashi Motors India Limited,NSE
Indogulf Cropsciences Limited,NSE
International Gemmological Institute (India) Limited,NSE
Indraprastha Gas Limited,NSE
IG Petrochemicals Limited,NSE
IIFL Finance Limited,NSE
IIFL Capital Services Limited,NSE
Industrial Investment Trust Limited,NSE
IKIO Technologies Limited,NSE
Inventurus Knowledge Solutions Limited,NSE
IL&FS Engineering and Construction Company Limited,NSE
IL&FS Transportation Networks Limited,NSE
Imagicaaworld Entertainment Limited,NSE
Indian Metals & Ferro Alloys Limited,NSE
India Motor Parts and Accessories Limited,NSE
Impex Ferro Tech Limited,NSE
INCREDIBLE INDUSTRIES LIMITED,NSE
Indbank Merchant Banking Services Limited,NSE
Indegene Limited,NSE
The Indian Hotels Company Limited,NSE
The India Cements Limited,NSE
India Glycols Limited,NSE
Indiamart Intermesh Limited,NSE
Indian Bank,NSE
Indian Card Clothing Company Limited,NSE
Indian Hume Pipe Company Limited,NSE
India Shelter Finance Corporation Limited,NSE
InterGlobe Aviation Limited,NSE
Indigo Paints Limited,NSE
Indiqube Spaces Limited,NSE
India Nippon Electricals Limited,NSE
Indo Amines Limited,NSE
Indo Borax & Chemicals Limited,NSE
Indoco Remedies Limited,NSE
Indo Farm Equipment Limited,NSE
Indo Rama Synthetics (India) Limited,NSE
IndoStar Capital Finance Limited,NSE
Indo Tech Transformers Limited,NSE
Indo Thai Securities Limited,NSE
Indo Us Biotech Limited,NSE
Indowind Energy Limited,NSE
Indraprastha Medical Corporation Limited,NSE
Ind-Swift Laboratories Limited,NSE
Indian Terrain Fashions Limited,NSE
IndusInd Bank Limited,NSE
Indus Towers Limited,NSE
Infibeam Avenues Limited,NSE
InfoBeans Technologies Limited,NSE
Infomedia Press Limited,NSE
Infosys Limited,NSE
Ingersoll Rand (India) Limited,NSE
Innova Captab Limited,NSE
Innovana Thinklabs Limited,NSE
Inox Green Energy Services Limited,NSE
INOX India Limited,NSE
Inox Wind Limited,NSE
Insecticides (India) Limited,NSE
Inspirisys Solutions Limited,NSE
Intellect Design Arena Limited,NSE
Intense Technologies Limited,NSE
Interarch Building Solutions Limited,NSE
International Conveyors Limited,NSE
Inventure Growth & Securities Limited,NSE
Indian Overseas Bank,NSE
Indian Oil Corporation Limited,NSE
IOL Chemicals and Pharmaceuticals Limited,NSE
ION Exchange (India) Limited,NSE
IPCA Laboratories Limited,NSE
India Pesticides Limited,NSE
IRB Infrastructure Developers Limited,NSE
Ircon International Limited,NSE
Indian Railway Catering And Tourism Corporation Limited,NSE
Indian Renewable Energy Development Agency Limited,NSE
Indian Railway Finance Corporation Limited,NSE
IRIS RegTech Solutions Limited,NSE
Iris Clothings Limited,NSE
IRM Energy Limited,NSE
Intrasoft Technologies Limited,NSE
Isgec Heavy Engineering Limited,NSE
Ishan Dyes and Chemicals Limited,NSE
ITC Limited,NSE
ITC Hotels Limited,NSE
India Tourism Development Corporation Limited,NSE
ITI Limited,NSE
Ivalue Infosolutions Limited,NSE
IL&FS Investment Managers Limited,NSE
IVP Limited,NSE
Le Travenues Technology Limited,NSE
IZMO Limited,NSE
The Jammu & Kashmir Bank Limited,NSE
Jagran Prakashan Limited,NSE
Jagsonpal Pharmaceuticals Limited,NSE
Jai Balaji Industries Limited,NSE
Jai Corp Limited,NSE
Jain Resource Recycling Limited,NSE
Nandani Creation Limited,NSE
Jamna Auto Industries Limited,NSE
Jaro Institute of Technology Management and Research Limited,NSE
Jash Engineering Limited,NSE
Jayant Agro Organics Limited,NSE
Jay Bharat Maruti Limited,NSE
Jaykay Enterprises Limited,NSE
Jayaswal Neco Industries Limited,NSE
Jayshree Tea & Industries Limited,NSE
JB Chemicals & Pharmaceuticals Limited,NSE
JBM Auto Limited,NSE
Jet Freight Logistics Limited,NSE
J.G.Chemicals Limited,NSE
JHS Svendgaard Laboratories Limited,NSE
Jindal Photo Limited,NSE
Jindal Poly Films Limited,NSE
Jindal Saw Limited,NSE
JINDAL STEEL LIMITED,NSE
Jindal Drilling And Industries Limited,NSE
Jindal Worldwide Limited,NSE
Jio Financial Services Limited,NSE
Jain Irrigation Systems Limited,NSE
JITF Infralogistics Limited,NSE
JK Cement Limited,NSE
J.Kumar Infraprojects Limited,NSE
Jinkushal Industries Limited,NSE
JK Lakshmi Cement Limited,NSE
JK Paper Limited,NSE
JK Tyre & Industries Limited,NSE
Jupiter Life Line Hospitals Limited,NSE
Jullundur Motor Agency (Delhi) Limited,NSE
JM Financial Limited,NSE
JNK India Limited,NSE
Jocil Limited,NSE
Jindal Poly Investment and Finance Company Limited,NSE
Jaiprakash Power Ventures Limited,NSE
Jana Small Finance Bank Limited,NSE
Jindal Stainless Limited,NSE
Jeena Sikho Lifecare Limited,NSE
JSW Cement Limited,NSE
JSW Energy Limited,NSE
JSW Holdings Limited,NSE
JSW Infrastructure Limited,NSE
JSW Steel Limited,NSE
Jtekt India Limited,NSE
JTL INDUSTRIES LIMITED,NSE
Jubilant Agri and Consumer Products Limited,NSE
Jubilant Foodworks Limited,NSE
Jubilant Ingrevia Limited,NSE
Jubilant Pharmova Limited,NSE
Juniper Hotels Limited,NSE
Just Dial Limited,NSE
Jupiter Wagons Limited,NSE
Jyothy Labs Limited,NSE
Jyoti CNC Automation Limited,NSE
Jyoti Structures Limited,NSE
Kabra Extrusion Technik Limited,NSE
Kajaria Ceramics Limited,NSE
Kakatiya Cement Sugar & Industries Limited,NSE
Sai Silks (Kalamandir) Limited,NSE
Kalpataru Limited,NSE
Kalyani Commercials Limited,NSE
Kalyani Forge Limited,NSE
Kalyan Jewellers India Limited,NSE
Kamat Hotels (I) Limited,NSE
Kamdhenu Limited,NSE
Kamdhenu Ventures Limited,NSE
Kanani Industries Limited,NSE
Kanoria Chemicals & Industries Limited,NSE
Kanpur Plastipack Limited,NSE
Kansai Nerolac Paints Limited,NSE
Kapston Services Limited,NSE
Karma Energy Limited,NSE
Karur Vysya Bank Limited,NSE
Kaushalya Infrastructure Development Corporation Limited,NSE
Kavveri Defence & Wireless Technologies Limited,NSE
Kaya Limited,NSE
Kaynes Technology India Limited,NSE
KCP Limited,NSE
KCP Sugar and Industries Corporation Limited,NSE
KDDL Limited,NSE
KEC International Limited,NSE
Kirloskar Electric Company Limited,NSE
DSJ Keep Learning Limited,NSE
KEI Industries Limited,NSE
Kellton Tech Solutions Limited,NSE
Kernex Microsystems (India) Limited,NSE
Kesoram Industries Limited,NSE
Keynote Financial Services Limited,NSE
Kfin Technologies Limited,NSE
Khadim India Limited,NSE
Khaitan Chemicals & Fertilizers Limited,NSE
Khaitan (India) Limited,NSE
Khandwala Securities Limited,NSE
Kalyani Investment Company Limited,NSE
Kilitch Drugs (India) Limited,NSE
Krishna Institute of Medical Sciences Limited,NSE
Kingfa Science & Technology (India) Limited,NSE
KIOCL Limited,NSE
Kiri Industries Limited,NSE
Kirloskar Brothers Limited,NSE
Kirloskar Oil Engines Limited,NSE
Kirloskar Industries Limited,NSE
Kirloskar Pneumatic Company Limited,NSE
Kitex Garments Limited,NSE
Kewal Kiran Clothing Limited,NSE
Knowledge Marine & Engineering Works Limited,NSE
K.M.Sugar Mills Limited,NSE
KN Agri Resources Limited,NSE
KNR Constructions Limited,NSE
Kohinoor Foods Limited,NSE
Kokuyo Camlin Limited,NSE
Kolte - Patil Developers Limited,NSE
Kopran Limited,NSE
Kotak Mahindra Bank Limited,NSE
Kothari Sugars And Chemicals Limited,NSE
Kothari Petrochemicals Limited,NSE
Kothari Products Limited,NSE
K.P. Energy Limited,NSE
KPI Green Energy Limited,NSE
Kalpataru Projects International Limited,NSE
KPIT Technologies Limited,NSE
K.P.R. Mill Limited,NSE
KRBL Limited,NSE
Krebs Biochemicals and Industries Limited,NSE
Kridhan Infra Limited,NSE
Krishana Phoschem Limited,NSE
Krishival Foods Limited,NSE
Krishna Defence And Allied Industries Limited,NSE
Kriti Industries (India) Limited,NSE
Kritika Wires Limited,NSE
Kriti Nutrients Limited,NSE
KRN Heat Exchanger and Refrigeration Limited,NSE
Kronox Lab Sciences Limited,NSE
Kross Limited,NSE
Krsnaa Diagnostics Limited,NSE
Krystal Integrated Services Limited,NSE
Ksb Limited,NSE
Kaveri Seed Company Limited,NSE
KSH International Limited,NSE
Kshitij Polyline Limited,NSE
Kalyani Steels Limited,NSE
Ksolves India Limited,NSE
KSR Footwear Limited,NSE
The Karnataka Bank Limited,NSE
Kuantum Papers Limited,NSE
Lagnam Spintex Limited,NSE
Lakshmi Precision Screws Limited,NSE
Lorenzini Apparels Limited,NSE
Dr. Lal Path Labs Ltd.,NSE
Lambodhara Textiles Limited,NSE
Lancor Holdings Limited,NSE
Landmark Cars Limited,NSE
La Opala RG Limited,NSE
Lasa Supergenerics Limited,NSE
Latent View Analytics Limited,NSE
Latteys Industries Limited,NSE
Laurus Labs Limited,NSE
Laxmi Cotspin Limited,NSE
Laxmi Dental Limited,NSE
Laxmi India Finance Limited,NSE
LCC Infotech Limited,NSE
Le Merite Exports Limited,NSE
Lemon Tree Hotels Limited,NSE
Lenskart Solutions Limited,NSE
Lexus Granito (India) Limited,NSE
Lakshmi Finance & Industrial Corporation Limited,NSE
LG Balakrishnan & Bros Limited,NSE
LG Electronics India Limited,NSE
Laxmi Goldorna House Limited,NSE
Libas Consumer Products Limited,NSE
Liberty Shoes Limited,NSE
LIC Housing Finance Limited,NSE
Life Insurance Corporation Of India,NSE
Likhitha Infrastructure Limited,NSE
Linc Limited,NSE
Lincoln Pharmaceuticals Limited,NSE
Linde India Limited,NSE
LLOYDS ENGINEERING WORKS LIMITED,NSE
Lloyds Enterprises Limited,NSE
Lloyds Metals And Energy Limited,NSE
LMW Limited,NSE
Lodha Developers Limited,NSE
Lokesh Machines Limited,NSE
Lords Chloro Alkali Limited,NSE
Sri Lotus Developers and Realty Limited,NSE
Lotus Eye Hospital and Institute Limited,NSE
Lovable Lingerie Limited,NSE
Loyal Textile Mills Limited,NSE
Landmark Property Development Company Limited,NSE
Larsen & Toubro Limited,NSE
L&T Finance Limited,NSE
LT Foods Limited,NSE
LTIMindtree Limited,NSE
L&T Technology Services Limited,NSE
Lumax Industries Limited,NSE
Lumax Auto Technologies Limited,NSE
Lupin Limited,NSE
Lux Industries Limited,NSE
Laxmi Organic Industries Limited,NSE
Lyka Labs Limited,NSE
Lypsa Gems & Jewellery Limited,NSE
Mahindra & Mahindra Limited,NSE
Mahindra & Mahindra Financial Services Limited,NSE
Maan Aluminium Limited,NSE
Macpower CNC Machines Limited,NSE
Madhav Marbles and Granites Limited,NSE
Madhucon Projects Limited,NSE
Madras Fertilizers Limited,NSE
Magadh Sugar & Energy Limited,NSE
Magnum Ventures Limited,NSE
Bank of Maharashtra,NSE
Maha Rashtra Apex Corporation Limited,NSE
Mahamaya Steel Industries Limited,NSE
Mahindra EPC Irrigation Limited,NSE
Maheshwari Logistics Limited,NSE
Mahindra Lifespace Developers Limited,NSE
Mahindra Logistics Limited,NSE
Maharashtra Scooters Limited,NSE
Maharashtra Seamless Limited,NSE
Maithan Alloys Limited,NSE
Mallcom (India) Limited,NSE
Malu Paper Mills Limited,NSE
Mamata Machinery Limited,NSE
Manaksia Aluminium Company Limited,NSE
Manaksia Coated Metals & Industries Limited,NSE
Manaksia Limited,NSE
Manaksia Steels Limited,NSE
Manali Petrochemicals Limited,NSE
Manappuram Finance Limited,NSE
Manba Finance Limited,NSE
Mangal Credit and Fincorp Limited,NSE
Mangalam Drugs And Organics Limited,NSE
Mangalam Cement Limited,NSE
Man Industries (India) Limited,NSE
Man Infraconstruction Limited,NSE
Mankind Pharma Limited,NSE
Manomay Tex India Limited,NSE
Manorama Industries Limited,NSE
Mangalam Organics Limited,NSE
Manugraph India Limited,NSE
Vedant Fashions Limited,NSE
C.E. Info Systems Limited,NSE
Maral Overseas Limited,NSE
Marathon Nextgen Realty Limited,NSE
Marico Limited,NSE
Marine Electricals (India) Limited,NSE
Markolines Pavement Technologies Limited,NSE
Marksans Pharma Limited,NSE
Maruti Suzuki India Limited,NSE
MAS Financial Services Limited,NSE
Mask Investments Limited,NSE
Mastek Limited,NSE
Master Trust Limited,NSE
Matrimony.Com Limited,NSE
Mawana Sugars Limited,NSE
Max Estates Limited,NSE
Max Healthcare Institute Limited,NSE
Max India Limited,NSE
Mayur Uniquoters Ltd,NSE
Mazda Limited,NSE
Mazagon Dock Shipbuilders Limited,NSE
Madhya Bharat Agro Products Limited,NSE
M & B Engineering Limited,NSE
MBL Infrastructure Limited,NSE
Madhav Copper Limited,NSE
Mcleod Russel India Limited,NSE
Magellanic Cloud Limited,NSE
Multi Commodity Exchange of India Limited,NSE
Global Health Limited,NSE
Medi Assist Healthcare Services Limited,NSE
Medicamen Biotech Limited,NSE
Medico Remedies Limited,NSE
Medplus Health Services Limited,NSE
Meesho Limited,NSE
Megasoft Limited,NSE
Megastar Foods Limited,NSE
Mangal Electrical Industries Limited,NSE
Menon Bearings Limited,NSE
MEP Infrastructure Developers Limited,NSE
Metro Brands Limited,NSE
Metropolis Healthcare Limited,NSE
Mahalaxmi Fabric Mills Limited,NSE
Max Financial Services Limited,NSE
Mangalam Global Enterprise Limited,NSE
Mahanagar Gas Limited,NSE
Mahalaxmi Rubtech Limited,NSE
Mahindra Holidays & Resorts India Limited,NSE
MIC Electronics Limited,NSE
Mishra Dhatu Nigam Limited,NSE
Midwest Limited,NSE
Minda Corporation Limited,NSE
Mindteck (India) Limited,NSE
MIRC Electronics Limited,NSE
Mirza International Limited,NSE
MITCON Consultancy & Engineering Services Limited,NSE
Mittal Life Style Limited,NSE
M K Proteins Limited,NSE
MM Forgings Limited,NSE
MMP Industries Limited,NSE
MMTC Limited,NSE
One Mobikwik Systems Limited,NSE
Modi Naturals Limited,NSE
Modi Rubber Limited,NSE
Modis Navnirman Limited,NSE
MODISON LIMITED,NSE
Modern Threads (India) Limited,NSE
Mohit Industries Limited,NSE
MOIL Limited,NSE
Moksh Ornaments Limited,NSE
Meghmani Organics Limited,NSE
Mold-Tek Technologies Limited,NSE
Mold-Tek Packaging Limited,NSE
Monarch Networth Capital Limited,NSE
Moneyboxx Finance Limited,NSE
Monte Carlo Fashions Limited,NSE
Morepen Laboratories Limited,NSE
Moschip Technologies Limited,NSE
Samvardhana Motherson International Limited,NSE
Motilal Oswal Financial Services Limited,NSE
Motisons Jewellers Limited,NSE
The Motor & General Finance Limited,NSE
MphasiS Limited,NSE
MPS Limited,NSE
MRF Limited,NSE
Mangalore Refinery and Petrochemicals Limited,NSE
MSP Steel & Power Limited,NSE
Mstc Limited,NSE
Motherson Sumi Wiring India Limited,NSE
Mtar Technologies Limited,NSE
MT Educare Limited,NSE
Mahanagar Telephone Nigam Limited,NSE
Mufin Green Finance Limited,NSE
Credo Brands Marketing Limited,NSE
Mukand Limited,NSE
Mukka Proteins Limited,NSE
Mukta Arts Limited,NSE
Munjal Auto Industries Limited,NSE
Munjal Showa Limited,NSE
Murudeshwar Ceramics Limited,NSE
Muthoot Capital Services Limited,NSE
Muthoot Finance Limited,NSE
Muthoot Microfin Limited,NSE
Manoj Vaibhav Gems N Jewellers Limited,NSE
Mangalam Worldwide Limited,NSE
NACL Industries Limited,NSE
Nagarjuna Fertilizers and Chemicals Limited,NSE
Nagreeka Capital & Infrastructure Limited,NSE
Nagreeka Exports Limited,NSE
Nahar Capital and Financial Services Limited,NSE
Nahar Industrial Enterprises Limited,NSE
Nahar Poly Films Limited,NSE
Nahar Spinning Mills Limited,NSE
Nippon Life India Asset Management Limited,NSE
Narmada Agrobase Limited,NSE
Natural Capsules Limited,NSE
Natco Pharma Limited,NSE
Nath Bio-Genes (India) Limited,NSE
National Aluminium Company Limited,NSE
Info Edge (India) Limited,NSE
NAVA LIMITED,NSE
Navin Fluorine International Limited,NSE
Navkar Corporation Limited,NSE
Navkar Urbanstructure Limited,NSE
Navneet Education Limited,NSE
Nazara Technologies Limited,NSE
NBCC (India) Limited,NSE
N. B. I. Industrial Finance Company Limited,NSE
NCC Limited,NSE
NCL Industries Limited,NSE
Naga Dhunseri Group Limited,NSE
Nandan Denim Limited,NSE
NDL Ventures Limited,NSE
Ndr Auto Components Limited,NSE
New Delhi Television Limited,NSE
North Eastern Carrying Corporation Limited,NSE
Nectar Lifesciences Limited,NSE
Nelcast Limited,NSE
NELCO Limited,NSE
Neogen Chemicals Limited,NSE
Nephrocare Health Services Limited,NSE
Nesco Limited,NSE
Nestle India Limited,NSE
Netweb Technologies India Limited,NSE
Network18 Media & Investments Limited,NSE
Neuland Laboratories Limited,NSE
Newgen Software Technologies Limited,NSE
Next Mediaworks Limited,NSE
National Fertilizers Limited,NSE
Nakoda Group of Industries Limited,NSE
NGL Fine-Chem Limited,NSE
Narayana Hrudayalaya Ltd.,NSE
NHPC Limited,NSE
The New India Assurance Company Limited,NSE
NIBE Limited,NSE
NRB Industrial Bearings Limited,NSE
NIIT Limited,NSE
NIIT Learning Systems Limited,NSE
Nila Infrastructures Limited,NSE
Nila Spaces Limited,NSE
Nilkamal Limited,NSE
NINtec Systems Limited,NSE
Indo-National Limited,NSE
Niraj Cement Structurals Limited,NSE
Niraj Ispat Industries Limited,NSE
Nitco Limited,NSE
Nitin Spinners Limited,NSE
Nitiraj Engineers Limited,NSE
Niva Bupa Health Insurance Company Limited,NSE
NK Industries Limited,NSE
NLC India Limited,NSE
NMDC Limited,NSE
NOCIL Limited,NSE
Noida Toll Bridge Company Limited,NSE
Norben Tea & Exports Limited,NSE
Northern Arc Capital Limited,NSE
Nova Agritech Limited,NSE
Network People Services Technologies Limited,NSE
N R Agarwal Industries Limited,NSE
NRB Bearing Limited,NSE
Nupur Recyclers Limited,NSE
Nalwa Sons Investments Limited,NSE
NMDC Steel Limited,NSE
NTPC Limited,NSE
NTPC Green Energy Limited,NSE
Nucleus Software Exports Limited,NSE
Nureca Limited,NSE
Nuvama Wealth Management Limited,NSE
Nuvoco Vistas Corporation Limited,NSE
FSN E-Commerce Ventures Limited,NSE
Oriental Aromatics Limited,NSE
Orissa Bengal Carrier Limited,NSE
Oberoi Realty Limited,NSE
OCCL Limited,NSE
Odigma Consultancy Solutions Limited,NSE
Oracle Financial Services Software Limited,NSE
Oil India Limited,NSE
Oil Country Tubular Limited,NSE
Ola Electric Mobility Limited,NSE
Olectra Greentech Limited,NSE
Omax Autos Limited,NSE
Omaxe Limited,NSE
Om Freight Forwarders Limited,NSE
OM INFRA LIMITED,NSE
Omkar Speciality Chemicals Limited,NSE
Onelife Capital Advisors Limited,NSE
One Point One Solutions Limited,NSE
Onesource Specialty Pharma Limited,NSE
Oil & Natural Gas Corporation Limited,NSE
OnMobile Global Limited,NSE
Onward Technologies Limited,NSE
Optiemus Infracom Limited,NSE
Orbit Exports Limited,NSE
Orchasp Limited,NSE
Orchid Pharma Limited,NSE
Oricon Enterprises Limited,NSE
Oriental Trimex Limited,NSE
Orient Bell Limited,NSE
Orient Cement Limited,NSE
ORIENT CERATECH LIMITED,NSE
Orient Electric Limited,NSE
Oriental Hotels Limited,NSE
Orient Press Limited,NSE
Orient Paper & Industries Limited,NSE
Orient Technologies Limited,NSE
The Orissa Minerals Development Company Limited,NSE
Orkla India Limited,NSE
ORTIN GLOBAL LIMITED,NSE
Osia Hyper Retail Limited,NSE
Oswal Agro Mills Limited,NSE
Oswal Greentech Limited,NSE
Oswal Pumps Limited,NSE
ShreeOswal Seeds And Chemicals Limited,NSE
Pace Digitek Limited,NSE
Page Industries Limited,NSE
Paisalo Digital Limited,NSE
PAKKA LIMITED,NSE
Palash Securities Limited,NSE
Palred Technologies Limited,NSE
Panacea Biotec Limited,NSE
Panache Digilife Limited,NSE
Panama Petrochem Limited,NSE
Pansari Developers Limited,NSE
Par Drugs And Chemicals Limited,NSE
Paramount Communications Limited,NSE
Paradeep Phosphates Limited,NSE
Parag Milk Foods Limited,NSE
Paras Defence and Space Technologies Limited,NSE
Paras Petrofils Limited,NSE
Park Medi World Limited,NSE
Apeejay Surrendra Park Hotels Limited,NSE
Parsvnath Developers Limited,NSE
Pashupati Cotspin Limited,NSE
Pasupati Acrylon Limited,NSE
Patanjali Foods Limited,NSE
Patel Engineering Limited,NSE
Patel Retail Limited,NSE
Patel Integrated Logistics Limited,NSE
Paushak Limited,NSE
Pavna Industries Limited,NSE
One 97 Communications Limited,NSE
PCBL Chemical Limited,NSE
PC Jeweller Limited,NSE
Pudumjee Paper Products Limited,NSE
PDS Limited,NSE
Pearl Polymers Limited,NSE
Pennar Industries Limited,NSE
Peninsula Land Limited,NSE
Persistent Systems Limited,NSE
Petronet LNG Limited,NSE
Power Finance Corporation Limited,NSE
Pfizer Limited,NSE
Prime Focus Limited,NSE
PTC India Financial Services Limited,NSE
PG Electroplast Limited,NSE
Procter & Gamble Hygiene and Health Care Limited,NSE
Procter & Gamble Health Limited,NSE
Pearl Global Industries Limited,NSE
The Phoenix Mills Limited,NSE
Piccadily Agro Industries Limited,NSE
Pidilite Industries Limited,NSE
Power & Instrumentation (Gujarat) Limited,NSE
PI Industries Limited,NSE
Pilani Investment and Industries Corporation Limited,NSE
PIL ITALICA LIFESTYLE LIMITED,NSE
Pine Labs Limited,NSE
Pioneer Embroideries Limited,NSE
Piramal Finance Limited,NSE
