company_name,exchange
Pitti Engineering Limited,NSE
Pix Transmissions Limited,NSE
The Peria Karamalai Tea & Produce Company Limited,NSE
Plastiblends India Limited,NSE
Platinum Industries Limited,NSE
Plaza Wires Limited,NSE
Punjab National Bank,NSE
PNB Gilts Limited,NSE
PNB Housing Finance Limited,NSE
Pritish Nandy Communications Limited,NSE
PNC Infratech Limited,NSE
P N Gadgil Jewellers Limited,NSE
Pondy Oxides & Chemicals Limited,NSE
Poddar Pigments Limited,NSE
Pokarna Limited,NSE
PB Fintech Limited,NSE
Polycab India Limited,NSE
Poly Medicure Limited,NSE
Polyplex Corporation Limited,NSE
Ponni Sugars (Erode) Limited,NSE
Poonawalla Fincorp Limited,NSE
Power Grid Corporation of India Limited,NSE
Hitachi Energy India Limited,NSE
Power Mech Projects Limited,NSE
PPAP Automotive Limited,NSE
Prakash Pipes Limited,NSE
Piramal Pharma Limited,NSE
Prabha Energy Limited,NSE
Prajay Engineers Syndicate Limited,NSE
Praj Industries Limited,NSE
Prakash Industries Limited,NSE
Prakash Steelage Limited,NSE
Praxis Home Retail Limited,NSE
Precision Camshafts Limited,NSE
Precot Limited,NSE
Precision Wires India Limited,NSE
Premier Explosives Limited,NSE
Premier Limited,NSE
Premier Energies Limited,NSE
Premier Polyfilm Limited,NSE
Prestige Estates Projects Limited,NSE
Pricol Limited,NSE
Prime Securities Limited,NSE
Primo Chemicals Limited,NSE
Prince Pipes And Fittings Limited,NSE
Priti International Limited,NSE
Pritika Auto Industries Limited,NSE
Privi Speciality Chemicals Limited,NSE
Prostarm Info Systems Limited,NSE
Protean eGov Technologies Limited,NSE
Prozone Realty Limited,NSE
Prism Johnson Limited,NSE
Prudent Corporate Advisory Services Limited,NSE
Prudential Sugar Corporation Limited,NSE
Punjab & Sind Bank,NSE
PSP Projects Limited,NSE
PTC India Limited,NSE
PTC Industries Limited,NSE
PTL Enterprises Limited,NSE
Punjab Chemicals & Crop Protection Limited,NSE
Puravankara Limited,NSE
PVP Ventures Limited,NSE
PVR INOX Limited,NSE
Popular Vehicles and Services Limited,NSE
Physicswallah Limited,NSE
Pyramid Technoplast Limited,NSE
Quality Power Electrical Equipments Limited,NSE
Quadrant Future Tek Limited,NSE
Quess Corp Limited,NSE
Quick Heal Technologies Limited,NSE
Race Eco Chain Limited,NSE
RACL Geartech Limited,NSE
Radaan Mediaworks India Limited,NSE
Radhika Jeweltech Limited,NSE
Radiant Cash Management Services Limited,NSE
Radico Khaitan Limited,NSE
Music Broadcast Limited,NSE
Railtel Corporation Of India Limited,NSE
Rain Industries Limited,NSE
Rainbow Childrens Medicare Limited,NSE
Rajesh Exports Limited,NSE
Rajnandini Metal Limited,NSE
Rajoo Engineers Limited,NSE
Rajratan Global Wire Limited,NSE
Raj Rayon Industries Limited,NSE
Rajshree Sugars & Chemicals Limited,NSE
Raj Television Network Limited,NSE
Rallis India Limited,NSE
Shree Rama Newsprint Limited,NSE
Rama Phosphates Limited,NSE
Rama Steel Tubes Limited,NSE
The Ramco Cements Limited,NSE
Ramco Industries Limited,NSE
Ramco Systems Limited,NSE
Ramky Infrastructure Limited,NSE
Ram Ratna Wires Limited,NSE
Rana Sugars Limited,NSE
Rane Holdings Limited,NSE
Rategain Travel Technologies Limited,NSE
Ratnamani Metals & Tubes Limited,NSE
Ratnaveer Precision Engineering Limited,NSE
Raymond Limited,NSE
Raymond Lifestyle Limited,NSE
Raymond Realty Limited,NSE
Restaurant Brands Asia Limited,NSE
RBL Bank Limited,NSE
RBZ Jewellers Limited,NSE
Rashtriya Chemicals and Fertilizers Limited,NSE
Reliance Communications Limited,NSE
REC Limited,NSE
Redington Limited,NSE
Redtape Limited,NSE
Refex Industries Limited,NSE
Regaal Resources Limited,NSE
Regency Ceramics Limited,NSE
Relaxo Footwears Limited,NSE
Reliance Chemotex Industries Limited,NSE
Reliable Data Services Limited,NSE
Reliance Industries Limited,NSE
Religare Enterprises Limited,NSE
Ravindra Energy Limited,NSE
Remsons Industries Limited,NSE
Shree Renuka Sugars Limited,NSE
Repco Home Finance Limited,NSE
Rudrabhishek Enterprises Limited,NSE
Repro India Limited,NSE
Responsive Industries Limited,NSE
JHS Svendgaard Retail Ventures Limited,NSE
Renaissance Global Limited,NSE
Rhetan TMT Limited,NSE
Reliance Home Finance Limited,NSE
RHI MAGNESITA INDIA LIMITED,NSE
Robust Hotels Limited,NSE
Rico Auto Industries Limited,NSE
Reliance Industrial Infrastructure Limited,NSE
Rishabh Instruments Limited,NSE
Ritco Logistics Limited,NSE
RITES Limited,NSE
Ravi Kumar Distilleries Limited,NSE
RKEC Projects Limited,NSE
Ramkrishna Forgings Limited,NSE
R K Swamy Limited,NSE
R M Drip and Sprinklers Systems Limited,NSE
Rane (Madras) Limited,NSE
R&B Denims Limited,NSE
Royal Orchid Hotels Limited,NSE
Rolex Rings Limited,NSE
Rollatainers Limited,NSE
Raj Oil Mills Limited,NSE
Rossari Biotech Limited,NSE
Rossell India Limited,NSE
Rossell Techsys Limited,NSE
Roto Pumps Limited,NSE
ROUTE MOBILE LIMITED,NSE
Raghav Productivity Enhancers Limited,NSE
RPG Life Sciences Limited,NSE
Reliance Power Limited,NSE
R.P.P. Infra Projects Limited,NSE
Rajshree Polypack Limited,NSE
RPSG VENTURES LIMITED,NSE
Rashi Peripherals Limited,NSE
R R Kabel Limited,NSE
R. S. Software (India) Limited,NSE
RSWM Limited,NSE
R Systems International Limited,NSE
RattanIndia Enterprises Limited,NSE
RattanIndia Power Limited,NSE
Rubfila International Limited,NSE
Rubicon Research Limited,NSE
The Ruby Mills Limited,NSE
Ruchi Infrastructure Limited,NSE
Ruchira Papers Limited,NSE
Rudra Global Infra Products Limited,NSE
Rupa & Company Limited,NSE
Rushil Decor Limited,NSE
Keystone Realtors Limited,NSE
Ravinder Heights Limited,NSE
Rail Vikas Nigam Limited,NSE
Revathi Equipment India Limited,NSE
S&S Power Switchgears Limited,NSE
Saatvik Green Energy Limited,NSE
Sab Events & Governance Now Media Limited,NSE
Sri Adhikari Brothers Television Network Limited,NSE
Sadbhav Engineering Limited,NSE
Sadbhav Infrastructure Project Limited,NSE
Sadhana Nitrochem Limited,NSE
Safari Industries (India) Limited,NSE
Sagardeep Alloys Limited,NSE
Sagar Cements Limited,NSE
SAGILITY LIMITED,NSE
Sahyadri Industries Limited,NSE
Steel Authority of India Limited,NSE
Sai Life Sciences Limited,NSE
Sakar Healthcare Limited,NSE
Sakthi Sugars Limited,NSE
Saksoft Limited,NSE
Sakuma Exports Limited,NSE
Salasar Techno Engineering Limited,NSE
Salona Cotspin Limited,NSE
S.A.L. Steel Limited,NSE
Salzer Electronics Limited,NSE
Sambhaav Media Limited,NSE
Sambhv Steel Tubes Limited,NSE
Samhi Hotels Limited,NSE
Sammaan Capital Limited,NSE
Sampann Utpadan India Limited,NSE
Sanathan Textiles Limited,NSE
Sanco Industries Limited,NSE
The Sandesh Limited,NSE
Sandhar Technologies Limited,NSE
Sandur Manganese & Iron Ores Limited,NSE
Sangam (India) Limited,NSE
Sanghi Industries Limited,NSE
Sanghvi Movers Limited,NSE
Sanginita Chemicals Limited,NSE
Sanofi India Limited,NSE
Sanofi Consumer Healthcare India Limited,NSE
Sansera Engineering Limited,NSE
Sanstar Limited,NSE
Sanwaria Consumer Limited,NSE
Sapphire Foods India Limited,NSE
Sarda Energy & Minerals Limited,NSE
Saregama India Limited,NSE
Sarla Performance Fibers Limited,NSE
Sarveshwar Foods Limited,NSE
Sasken Technologies Limited,NSE
Sastasundar Ventures Limited,NSE
Satia Industries Limited,NSE
Satin Creditcare Network Limited,NSE
Saurashtra Cement Limited,NSE
SBC Exports Limited,NSE
Shivalik Bimetal Controls Limited,NSE
SBFC Finance Limited,NSE
Suratwwala Business Group Limited,NSE
SBI Cards and Payment Services Limited,NSE
SBI Life Insurance Company Limited,NSE
State Bank of India,NSE
Schaeffler India Limited,NSE
S Chand And Company Limited,NSE
Schneider Electric Infrastructure Limited,NSE
Shipping Corporation Of India Limited,NSE
Shipping Corporation of India Land and Assets Limited,NSE
Scoda Tubes Limited,NSE
Sheetal Cool Products Limited,NSE
Som Distilleries & Breweries Limited,NSE
Seamec Limited,NSE
SecMark Consultancy Limited,NSE
SECUREKLOUD TECHNOLOGIES LIMITED,NSE
Sejal Glass Limited,NSE
SEL Manufacturing Company Limited,NSE
Semac Construction Limited,NSE
Senco Gold Limited,NSE
Senores Pharmaceuticals Limited,NSE
SEPC Limited,NSE
Sequent Scientific Limited,NSE
Servotech Renewable Power System Limited,NSE
Seshasayee Paper and Boards Limited,NSE
Setco Automotive Limited,NSE
Setubandhan Infrastructure Limited,NSE
Seya Industries Limited,NSE
Sheela Foam Limited,NSE
SG Finserve Limited,NSE
Synergy Green Industries Limited,NSE
STL Global Limited,NSE
Standard Glass Lining Technology Limited,NSE
SG Mart Limited,NSE
Shah Metacorp Limited,NSE
Shah Alloys Limited,NSE
Shaily Engineering Plastics Limited,NSE
Shakti Pumps (India) Limited,NSE
Shalby Limited,NSE
Shalimar Paints Limited,NSE
Shankara Building Products Limited,NSE
Shanti Overseas (India) Limited,NSE
Shanthi Gears Limited,NSE
Shanti Gold International Limited,NSE
Sharda Cropchem Limited,NSE
Sharda Motor Industries Limited,NSE
Share India Securities Limited,NSE
Shekhawati Industries Limited,NSE
Shemaroo Entertainment Limited,NSE
Shilchar Technologies Limited,NSE
Shilpa Medicare Limited,NSE
Shivalik Rasayan Limited,NSE
Shivam Autotech Limited,NSE
Shiva Mills Limited,NSE
Shiva Texyarn Limited,NSE
Shiv Aum Steels Limited,NSE
S H Kelkar and Company Limited,NSE
Shoppers Stop Limited,NSE
Shradha Infraprojects Limited,NSE
Shree Digvijay Cement Co.Ltd,NSE
SHREE CEMENT LIMITED,NSE
Shreeji Shipping Global Limited,NSE
Shree Pushkar Chemicals & Fertilisers Limited,NSE
Shree Rama Multi-Tech Limited,NSE
Shrenik Limited,NSE
Shreyans Industries Limited,NSE
Shringar House of Mangalsutra Limited,NSE
Shriram Pistons & Rings Limited,NSE
Shriram Finance Limited,NSE
Shriram Properties Limited,NSE
Shyam Century Ferrous Limited,NSE
Shyam Metalics and Energy Limited,NSE
Shyam Telecom Limited,NSE
Sical Logistics Limited,NSE
Siemens Limited,NSE
Sigachi Industries Limited,NSE
Signet Industries Limited,NSE
Sigma Solve Limited,NSE
Signatureglobal (India) Limited,NSE
Signpost India Limited,NSE
Sikko Industries Limited,NSE
Standard Industries Limited,NSE
Silgo Retail Limited,NSE
SIL Investments Limited,NSE
Silly Monks Entertainment Limited,NSE
Silver Touch Technologies Limited,NSE
Simbhaoli Sugars Limited,NSE
Simplex Infrastructures Limited,NSE
Sinclairs Hotels Limited,NSE
Sindhu Trade Links Limited,NSE
Sintercom India Limited,NSE
Sirca Paints India Limited,NSE
SIS LIMITED,NSE
Siti Networks Limited,NSE
Siyaram Silk Mills Limited,NSE
S.J.S. Enterprises Limited,NSE
SJVN Limited,NSE
SKF India Limited,NSE
SKF India (Industrial) Limited,NSE
Skipper Limited,NSE
SKM Egg Products Export (India) Limited,NSE
SKY GOLD AND DIAMONDS LIMITED,NSE
Smartlink Holdings Limited,NSE
Smartworks Coworking Spaces Limited,NSE
SMC Global Securities Limited,NSE
SML Mahindra Limited,NSE
Sarthak Metals Limited,NSE
SMS Pharmaceuticals Limited,NSE
Snowman Logistics Limited,NSE
Sobha Limited,NSE
Softtech Engineers Limited,NSE
Solara Active Pharma Sciences Limited,NSE
Solar Industries India Limited,NSE
Solarworld Energy Solutions Limited,NSE
Solex Energy Limited,NSE
Somany Ceramics Limited,NSE
Soma Textiles & Industries Limited,NSE
Somi Conveyor Beltings Limited,NSE
Sona BLW Precision Forgings Limited,NSE
SONAM LIMITED,NSE
Sonata Software Limited,NSE
Savita Oil Technologies Limited,NSE
The South Indian Bank Limited,NSE
South West Pinnacle Exploration Limited,NSE
S. P. Apparels Limited,NSE
Spandana Sphoorty Financial Limited,NSE
Sun Pharma Advanced Research Company Limited,NSE
Spacenet Enterprises India Limited,NSE
Speciality Restaurants Limited,NSE
Spectrum Electrical Industries Limited,NSE
Spencer's Retail Limited,NSE
Southern Petrochemicals Industries Corporation  Limited,NSE
SPL Industries Limited,NSE
Supreme Petrochem Limited,NSE
SPML Infra Limited,NSE
Sportking India Limited,NSE
Shankar Lal Rampal Dye-Chem Limited,NSE
Sreeleathers Limited,NSE
SRF Limited,NSE
SRG Housing Finance Limited,NSE
Sree Rayalaseema Hi-Strength Hypo Limited,NSE
SRM Contractors Limited,NSE
Shree Ram Proteins Limited,NSE
Saraswati Saree Depot Limited,NSE
Steel Strips Wheels Limited,NSE
Stallion India Fluorochemicals Limited,NSE
Stanley Lifestyles Limited,NSE
Strides Pharma Science Limited,NSE
Star Cement Limited,NSE
Star Health and Allied Insurance Company Limited,NSE
Star Paper Mills Limited,NSE
Starteck Finance Limited,NSE
The State Trading Corporation of India Limited,NSE
Steelcast Limited,NSE
Steel City Securities Limited,NSE
STEEL EXCHANGE INDIA LIMITED,NSE
Stel Holdings Limited,NSE
Sterling Tools Limited,NSE
STL Networks Limited,NSE
Sterlite Technologies Limited,NSE
Stove Kraft Limited,NSE
Studds Accessories Limited,NSE
Seshaasai Technologies Limited,NSE
Stylam Industries Limited,NSE
Baazar Style Retail Limited,NSE
Styrenix Performance Materials Limited,NSE
Subex Limited,NSE
Subros Limited,NSE
Sudarshan Chemical Industries Limited,NSE
Sudeep Pharma Limited,NSE
Sukhjit Starch & Chemicals Limited,NSE
Sula Vineyards Limited,NSE
Sumeet Industries Limited,NSE
Sumitomo Chemical India Limited,NSE
Sumit Woods Limited,NSE
Summit Securities Limited,NSE
Sundaram Clayton Limited,NSE
Sundaram Multi Pap Limited,NSE
Sundaram Finance Limited,NSE
Sundaram Brake Linings Limited,NSE
Sundram Fasteners Limited,NSE
Sundrop Brands Limited,NSE
Sunflag Iron And Steel Company Limited,NSE
Sun Pharmaceutical Industries Limited,NSE
Sunteck Realty Limited,NSE
Sun TV Network Limited,NSE
Superhouse Limited,NSE
Super Spinning Mills Limited,NSE
Suprajit Engineering Limited,NSE
Supreme Holdings & Hospitality (India) Limited,NSE
Supreme Engineering Limited,NSE
Supreme Industries Limited,NSE
Supreme Infrastructure India Limited,NSE
Supriya Lifescience Limited,NSE
Suraj Estate Developers Limited,NSE
Suraj Limited,NSE
Suraksha Diagnostic Limited,NSE
Surana Solar Limited,NSE
Surana Telecom and Power Limited,NSE
Suryalakshmi Cotton Mills Limited,NSE
Surya Roshni Limited,NSE
Suryoday Small Finance Bank Limited,NSE
Sutlej Textiles and Industries Limited,NSE
Suven Life Sciences Limited,NSE
Suvidhaa Infoserve Limited,NSE
Suyog Telematics Limited,NSE
Suzlon Energy Limited,NSE
Shree Vasu Logistics Limited,NSE
SVP GLOBAL TEXTILES LIMITED,NSE
SWAN CORP LIMITED,NSE
Swan Defence and Heavy Industries Limited,NSE
Swaraj Engines Limited,NSE
Swelect Energy Systems Limited,NSE
Swiggy Limited,NSE
Sterling and Wilson Renewable Energy Limited,NSE
Symphony Limited,NSE
Syncom Formulations (India) Limited,NSE
Syngene International Limited,NSE
Syrma SGS Technology Limited,NSE
Systematix Corporate Services Limited,NSE
Tainwala Chemical and Plastic (I) Limited,NSE
Taj GVK Hotels & Resorts Limited,NSE
Take Solutions Limited,NSE
Talbros Automotive Components Limited,NSE
Tanla Platforms Limited,NSE
Tara Chand InfraLogistic Solutions Limited,NSE
Tarapur Transformers Limited,NSE
TARC Limited,NSE
Transformers And Rectifiers (India) Limited,NSE
Tarmat Limited,NSE
Tarsons Products Limited,NSE
Tasty Bite Eatables Limited,NSE
Tata Capital Limited,NSE
Tata Chemicals Limited,NSE
Tata Communications Limited,NSE
TATA CONSUMER PRODUCTS LIMITED,NSE
Tata Elxsi Limited,NSE
Tata Investment Corporation Limited,NSE
Tata Power Company Limited,NSE
Tata Steel Limited,NSE
Tata Technologies Limited,NSE
Tatva Chintan Pharma Chem Limited,NSE
TBO Tek Limited,NSE
Tribhovandas Bhimji Zaveri Limited,NSE
Transport Corporation of India Limited,NSE
TCI Express Limited,NSE
TCI Finance Limited,NSE
TCPL Packaging Limited,NSE
Tata Consultancy Services Limited,NSE
TD Power Systems Limited,NSE
Team India Guaranty Limited,NSE
Teamlease Services Limited,NSE
Tech Mahindra Limited,NSE
Techno Electric & Engineering Company Limited,NSE
TECIL Chemicals and Hydro Power Limited,NSE
Tega Industries Limited,NSE
Tejas Networks Limited,NSE
Tembo Global Industries Limited,NSE
Tenneco Clean Air India Limited,NSE
Tera Software Limited,NSE
Texmaco Infrastructure & Holdings Limited,NSE
Texmo Pipes and Products Limited,NSE
Texmaco Rail & Engineering Limited,NSE
Tourism Finance Corporation of India Limited,NSE
Transwarranty Finance Limited,NSE
TGB Banquets And Hotels Limited,NSE
Thangamayil Jewellery Limited,NSE
The Investment Trust Of India Limited,NSE
Thejo Engineering Limited,NSE
Leela Palaces Hotels & Resorts Limited,NSE
Themis Medicare Limited,NSE
Thermax Limited,NSE
Thomas Cook  (India)  Limited,NSE
Thomas Scott (India) Limited,NSE
Thyrocare Technologies Limited,NSE
Tilaknagar Industries Limited,NSE
Twamev Construction and Infrastructure Limited,NSE
Tiger Logistics (India) Limited,NSE
Technocraft Industries (India) Limited,NSE
Tube Investments of India Limited,NSE
Tijaria Polypipes Limited,NSE
TIL Limited,NSE
Time Technoplast Limited,NSE
Timken India Limited,NSE
Tinna Rubber and Infrastructure Limited,NSE
Tips Films Limited,NSE
Tips Music Limited,NSE
Thirumalai Chemicals Limited,NSE
Tirupati Forge Limited,NSE
TITAGARH RAIL SYSTEMS LIMITED,NSE
Titan Company Limited,NSE
Tamilnad Mercantile Bank Limited,NSE
Tata Motors Limited,NSE
Tata Motors Passenger Vehicles Limited,NSE
Tamilnadu PetroProducts Limited,NSE
Tamil Nadu Newsprint & Papers Limited,NSE
Tamilnadu Telecommunication Limited,NSE
Tokyo Plast International Limited,NSE
Tolins Tyres Limited,NSE
Torrent Pharmaceuticals Limited,NSE
Torrent Power Limited,NSE
Total Transport Systems Limited,NSE
Touchwood Entertainment Limited,NSE
Teamo Productions HQ Limited,NSE
TPL Plastech Limited,NSE
Tracxn Technologies Limited,NSE
Transrail Lighting Limited,NSE
TRANSWORLD SHIPPING LINES LIMITED,NSE
Travel Food Services Limited,NSE
Tree House Education & Accessories Limited,NSE
TREJHARA SOLUTIONS LIMITED,NSE
Transindia Real Estate Limited,NSE
Trent Limited,NSE
TRF Limited,NSE
Trident Limited,NSE
Trigyn Technologies Limited,NSE
Triveni Turbine Limited,NSE
Triveni Engineering & Industries Limited,NSE
TruCap Finance Limited,NSE
TruAlt Bioenergy Limited,NSE
TSF INVESTMENTS LIMITED,NSE
TTK Healthcare Limited,NSE
TTK Prestige Limited,NSE
T T Limited,NSE
Tata Teleservices (Maharashtra) Limited,NSE
TVS Electronics Limited,NSE
TVS Holdings Limited,NSE
TVS Motor Company Limited,NSE
TVS Supply Chain Solutions Limited,NSE
TVS Srichakra Limited,NSE
TV Today Network Limited,NSE
TV Vision Limited,NSE
United Breweries Limited,NSE
UCAL LIMITED,NSE
UCO Bank,NSE
Updater Services Limited,NSE
United Foodbrands Limited,NSE
UFLEX Limited,NSE
UFO Moviez India Limited,NSE
The Ugar Sugar Works Limited,NSE
Ugro Capital Limited,NSE
Ujjivan Small Finance Bank Limited,NSE
UltraTech Cement Limited,NSE
Uma Exports Limited,NSE
Usha Martin Education & Solutions Limited,NSE
UMIYA BUILDCON LIMITED,NSE
Unichem Laboratories Limited,NSE
United Drilling Tools Limited,NSE
Unicommerce Esolutions Limited,NSE
Uniphos Enterprises Limited,NSE
Uniinfo Telecom Services Limited,NSE
Unimech Aerospace and Manufacturing Limited,NSE
Union Bank of India,NSE
Uniparts India Limited,NSE
United Spirits Limited,NSE
Unitech Limited,NSE
United Polyfab Gujarat Limited,NSE
The United Nilgiri Tea Estates Company Limited,NSE
Univastu India Limited,NSE
Universal Cables Limited,NSE
Universus Photo Imagings Limited,NSE
UNO Minda Limited,NSE
UPL Limited,NSE
Uravi Defence and Technology Limited,NSE
Urban Company Limited,NSE
Urja Global Limited,NSE
Usha Martin Limited,NSE
Udayshivakumar Infra Limited,NSE
UTI Asset Management Company Limited,NSE
Utkarsh Small Finance Bank Limited,NSE
Fujiyama Power Systems Limited,NSE
Uttam Sugar Mills Limited,NSE
U. Y. Fincorp Limited,NSE
V2 Retail Limited,NSE
Vadilal Industries Limited,NSE
Vaibhav Global Limited,NSE
Vaishali Pharma Limited,NSE
Vakrangee Limited,NSE
Valiant Laboratories Limited,NSE
Valiant Organics Limited,NSE
Vardhman Acrylics Limited,NSE
Vardhman Polytex Limited,NSE
Varroc Engineering Limited,NSE
Vascon Engineers Limited,NSE
Vaswani Industries Limited,NSE
Varun Beverages Limited,NSE
Vaxtex Cotfab Limited,NSE
Vedanta Limited,NSE
Veedol Corporation Limited,NSE
Venky's (India) Limited,NSE
Ventive Hospitality Limited,NSE
Venus Pipes & Tubes Limited,NSE
Venus Remedies Limited,NSE
Veranda Learning Solutions Limited,NSE
Vertoz Limited,NSE
Vesuvius India Limited,NSE
Veto Switchgears And Cables Limited,NSE
VARVEE GLOBAL LIMITED,NSE
V-Guard Industries Limited,NSE
Vardhman Holdings Limited,NSE
Viceroy Hotels Limited,NSE
Vidhi Specialty Food Ingredients Limited,NSE
Vidya Wires Limited,NSE
Vijaya Diagnostic Centre Limited,NSE
Viji Finance Limited,NSE
Vikas EcoTech Limited,NSE
Vikas Lifecare Limited,NSE
Vikram Solar Limited,NSE
Vikran Engineering Limited,NSE
Vimta Labs Limited,NSE
Vinati Organics Limited,NSE
Vintage Coffee And Beverages Limited,NSE
Vindhya Telelinks Limited,NSE
Vineet Laboratories Limited-RE,NSE
Vineet Laboratories Limited,NSE
Vinny Overseas Limited,NSE
Vinyl Chemicals (India) Limited,NSE
VIP Clothing Limited,NSE
VIP Industries Limited,NSE
Vipul Limited,NSE
Virinchi Limited,NSE
Visaka Industries Limited,NSE
Visa Steel Limited,NSE
Vishnu Chemicals Limited,NSE
Vishwaraj Sugar Industries Limited,NSE
Visagar Polytex Limited,NSE
Vivimed Labs Limited,NSE
VL E-Governance & IT Solutions Limited,NSE
VLS Finance Limited,NSE
V-Mart Retail Limited,NSE
Vishal Mega Mart Limited,NSE
VMS TMT Limited,NSE
Voltamp Transformers Limited,NSE
Voltas Limited,NSE
Vishnu Prakash R Punglia Limited,NSE
Vraj Iron and Steel Limited,NSE
VRL Logistics Limited,NSE
Vardhman Special Steels Limited,NSE
VST Industries Limited,NSE
Vibhor Steel Tubes Limited,NSE
V.S.T Tillers Tractors Limited,NSE
Vardhman Textiles Limited,NSE
Waaree Energies Limited,NSE
Indosolar Limited,NSE
Waaree Renewable Technologies Limited,NSE
VA Tech Wabag Limited,NSE
Wakefit Innovations Limited,NSE
Walchandnagar Industries Limited,NSE
Wanbury Limited,NSE
Western Carriers (India) Limited,NSE
Wealth First Portfolio Managers Limited,NSE
Websol Energy System Limited,NSE
Weizmann Limited,NSE
Wonder Electricals Limited,NSE
Welspun Corp Limited,NSE
Welspun Enterprises Limited,NSE
Welspun Investments and Commercials Limited,NSE
Welspun Living Limited,NSE
Wendt (India) Limited,NSE
WESTLIFE FOODWORLD LIMITED,NSE
WE WIN LIMITED,NSE
WeWork India Management Limited,NSE
Wheels India Limited,NSE
Whirlpool of India Limited,NSE
Williamson Magor & Company Limited,NSE
Windlas Biotech Limited,NSE
Windsor Machines Limited,NSE
Winsome Yarns Limited,NSE
The Western India Plywoods Limited,NSE
Wipro Limited,NSE
Wockhardt Limited,NSE
Wonderla Holidays Limited,NSE
Worth Peripherals Limited,NSE
W S Industries (I) Limited,NSE
West Coast Paper Mills Limited,NSE
Xchanging Solutions Limited,NSE
Xelpmoc Design And Tech Limited,NSE
Xpro India Limited,NSE
Xtglobal Infotech Limited,NSE
Yasho Industries Limited,NSE
Yatharth Hospital & Trauma Care Services Limited,NSE
Yatra Online Limited,NSE
Yes Bank Limited,NSE
Yuken India Limited,NSE
Zaggle Prepaid Ocean Services Limited,NSE
Zee Entertainment Enterprises Limited,NSE
Zee Learn Limited,NSE
Zee Media Corporation Limited,NSE
Zenith Exports Limited,NSE
Zenith Steel Pipes & Industries Limited,NSE
Zensar Technologies Limited,NSE
Zen Technologies Limited,NSE
ZF Commercial Vehicle Control Systems India Limited,NSE
Zim Laboratories Limited,NSE
Zodiac Energy Limited,NSE
Zodiac Clothing Company Limited,NSE
Zota Health Care LImited,NSE
Zuari Agro Chemicals Limited,NSE
ZUARI INDUSTRIES LIMITED,NSE
Zydus Lifesciences Limited,NSE
Zydus Wellness Limited,NSE
7Seas Entertainment Ltd,BSE
A.F. Enterprises Ltd,BSE
Aadhaar Ventures India Ltd,BSE
Aar Shyam India Investment Company Ltd,BSE
AARV Infratel Ltd,BSE
ABC Gas International Ltd,BSE
ABG Shipyard Ltd,BSE
Abhinav Leasing & Finance Ltd,BSE
Abhishek Corporation Ltd,BSE
Abhishek Finlease Ltd,BSE
Abhishek Infraventures Ltd,BSE
Abirami Financial Services India Ltd,BSE
Ace Men Engg Works Ltd,BSE
Achal Investments Ltd,BSE
ACIL Cotton Industries Ltd,BSE
Acrow India Ltd,BSE
Action Financial Services India Ltd,BSE
