company_name,exchange
Mrugesh Trading Ltd,BSE
Mudunuru Ltd,BSE
Mukat Pipes Ltd,BSE
Multipurpose Trading & Agencies Ltd,BSE
Munoth Capital Markets Ltd,BSE
Munoth Communication Ltd,BSE
Munoth Financial Services Ltd,BSE
My Money Securities Ltd,BSE
Nagarjuna Oil Refinery Ltd,BSE
Nam Securities Ltd,BSE
Narendra Investments (Delhi) Ltd,BSE
Natura Hue Chem Ltd,BSE
NB Footwear Ltd,BSE
NCC Finance Ltd,BSE
Neelkanth Rockminerals Ltd,BSE
Negotium International Trade Ltd,BSE
Neo Infracon Ltd,BSE
Neogem India Ltd,BSE
Netlink Solutions India Ltd,BSE
Network Ltd,BSE
Neueon Towers Ltd,BSE
New Markets Advisory Ltd,BSE
Springform Technology Ltd,BSE
Nexus Commodities And Technologies Ltd,BSE
Nicco Corporation Ltd,BSE
Nicco Uco Alliance Credit Ltd,BSE
Nidhi Granites Ltd,BSE
Nimbus Foods Industries Ltd,BSE
Nishtha Finance and Investment (India) Ltd,BSE
Nitin Fire Protection Industries Ltd,BSE
Nivi Trading Ltd,BSE
Noble Polymers Ltd,BSE
Noesis Industries Ltd,BSE
Norris Medicines Ltd,BSE
Northlink Fiscal and Capital Services Ltd,BSE
Nouveau Global Ventures Ltd,BSE
Nova Publications India Ltd,BSE
NovaGold Petro Resources Ltd,BSE
Nutricircle Ltd,BSE
Nuway Organic Naturals India Ltd,BSE
Oasis Tradelink Ltd,BSE
Octal Credit Capital Ltd,BSE
Omansh Enterprises Ltd,BSE
Omega Ag-Seeds Punjab Ltd,BSE
Omkar Overseas Ltd,BSE
Omkar Pharmachem Ltd,BSE
Omnitex Industries India Ltd,BSE
Onesource Ideas Venture Ltd,BSE
Ontic Finserve Ltd,BSE
Oracle Credit Ltd,BSE
Organic Coatings Ltd,BSE
Orosil Smiths India Ltd,BSE
Oscar Investments Ltd,BSE
Deltron Ltd,BSE
Oswal Overseas Ltd,BSE
Oswal Yarns Ltd,BSE
OTCO International Ltd,BSE
Oxford Industries Ltd,BSE
Ozone World Ltd,BSE
Pact Industries Ltd,BSE
Padam Cotton Yarns Ltd,BSE
Palco Metals Ltd,BSE
Palsoft Infosystems Ltd,BSE
Pan Electronics India Ltd,BSE
Panafic Industrials Ltd,BSE
Pankaj Polymers Ltd,BSE
Panyam Cements & Mineral Industries Ltd,BSE
Paos Industries Ltd,BSE
Parabolic Drugs Ltd,BSE
Paras Petrofils Ltd,BSE
Pariksha Fin- Invest- Lease Ltd,BSE
Parker Agrochem Exports Ltd,BSE
Parmax Pharma Ltd,BSE
QGO Finance Ltd,BSE
Parsharti Investment Ltd,BSE
Parth Industries Ltd,BSE
Pasupati Fincap Ltd,BSE
Pawansut Holdings Ltd,BSE
Pazel International Ltd,BSE
Pennar Aluminium Company Ltd,BSE
Petron Engineering Construction Ltd,BSE
PH Capital Ltd,BSE
PH Trading Ltd,BSE
Pharmaids Pharmaceuticals Ltd,BSE
Photoquip India Ltd,BSE
Phyto Chem India Ltd,BSE
Pincon Lifestyle Ltd,BSE
Piramal Phytocare Ltd,BSE
Pithampur Poly Products Ltd,BSE
Planters Polysacks Ltd,BSE
Polytex India Ltd,BSE
Prabhav Industries Ltd,BSE
Pradip Overseas Ltd,BSE
Pratik Panels Ltd,BSE
Gaekwar Mills Ltd,BSE
Premier Ltd,BSE
Prime Industries Ltd,BSE
Prism Finance Ltd,BSE
Prism Medico and Pharmacy Ltd,BSE
Procal Electronics India Ltd,BSE
Progressive Extractions & Exports Ltd,BSE
Provogue (India) Ltd,BSE
Mayur Floorings Ltd,BSE
Punit Commercials Ltd,BSE
Quantum Build-Tech Ltd,BSE
Quasar India Ltd,BSE
Quest Softech (India) Ltd,BSE
Quintegra Solutions Ltd,BSE
Raaj Medisafe India Ltd,BSE
Raghunath International Ltd,BSE
Rahul Merchandising Ltd,BSE
Rainbow Foundations Ltd,BSE
Rainbow Papers Ltd,BSE
Raj Rayon Industries Ltd,BSE
Rajasthan Gases Ltd,BSE
Rajasthan Petro Synthetics Ltd,BSE
Rajath Finance Ltd,BSE
Rajeswari Infrastructure Ltd,BSE
Rajkamal Synthetics Ltd,BSE
Rajputana Investment and Finance Ltd,BSE
Rajsanket Realty Ltd,BSE
Rajvir Industries Ltd,BSE
Ramsarup Industries Ltd,BSE
Rander Corporation Ltd,BSE
Rasoya Proteins Ltd,BSE
Ratnamani Agro Industries Ltd,BSE
Raymed Labs Ltd,BSE
RB Gupta Financials Ltd,BSE
RCC Cements Ltd,BSE
Real News & Views Ltd,BSE
Redex Protech Ltd,BSE
Regal Entertainment & Consultants Ltd,BSE
Regaliaa Realty Ltd,BSE
Regency Trust Ltd,BSE
Rekvina Laboratories Ltd,BSE
Response Informatics Ltd,BSE
Resurgere Mines & Minerals India Ltd,BSE
Retro Green Revolution Ltd,BSE
Richa Industries Ltd,BSE
Richirich Inventures Ltd,BSE
Riga Sugar Company Ltd,BSE
Rishab Special Yarns Ltd,BSE
Rohit Ferro-Tech Ltd,BSE
Roselabs Finance Ltd,BSE
Rotographics (India) Ltd,BSE
Roxy Exports Ltd,BSE
Royal Cushion Vinyl Products Ltd,BSE
RSC International Ltd,BSE
RT Exports Ltd,BSE
Rubra Medicaments Ltd,BSE
Ruchika Industries India Ltd,BSE
S Kumars.Com Ltd,BSE
S T Services Ltd,BSE
SAB Events & Governance Now Media Ltd,BSE
Sabrimala Industries India Ltd,BSE
Sadbhav Infrastructure Project Ltd,BSE
Safal Herbs Ltd,BSE
Safal Securities Ltd,BSE
Sagar Productions Ltd,BSE
Oswal Leasing Ltd,BSE
Prem Somani Financial Services Ltd,BSE
Sagar Tourist Resorts Ltd,BSE
Sai Industries Ltd,BSE
Sai Moh Auto Links Ltd,BSE
Samtel India Ltd,BSE
Samtex Fashions Ltd,BSE
Sanathnagar Enterprises Ltd,BSE
Sang Froid Labs (India) Ltd,BSE
Sangam Renewables Ltd,BSE
Sanghi Corporate Services Ltd,BSE
Sanjivani Paranteral Ltd,BSE
Santosh Fine Fab Ltd,BSE
Saptarishi Agro Industries Ltd,BSE
Sarda Papers Ltd,BSE
Sarda Proteins Ltd,BSE
Savani Financials Ltd,BSE
Savant Infocomm Ltd,BSE
SC Agrotech Ltd,BSE
Scandent Imaging Ltd,BSE
Schablona India Ltd,BSE
Scintilla Commercial & Credit Ltd,BSE
Sea Gold Aqua Farms Ltd,BSE
Sea TV Network Ltd,BSE
Seasons Furnishings Ltd,BSE
Secunderabad Healthcare Ltd,BSE
Sellwin Traders Ltd,BSE
Senbo Industries Ltd,BSE
Senthil Infotek Ltd,BSE
Servoteach Industries Ltd,BSE
Sezal Glass Ltd,BSE
SFL International Ltd,BSE
Sai Capital Ltd,BSE
Shaba Chemicals Ltd,BSE
Shalimar Agencies Ltd,BSE
Shantai Industries Ltd,BSE
Sharanam Infraproject and Trading Ltd,BSE
Sharp India Ltd,BSE
Sharp Investments Ltd,BSE
Shashank Traders Ltd,BSE
Shekhawati Poly Yarn Ltd,BSE
Sheshadri Industries Ltd,BSE
Shah Construction Company Ltd,BSE
Shilpi Cable Technologies Ltd,BSE
Shiva Medicare Ltd,BSE
Shivagrico Implements Ltd,BSE
Shivamshree Businesses Ltd,BSE
Shree Bhawani Paper Mills Ltd,BSE
Shree Ganesh Biotech (India) Ltd,BSE
Shree Ganesh Elastoplast Ltd,BSE
Shree Ganesh Forgings Ltd,BSE
Shree Manufacturing Company Ltd,BSE
Shree Nidhi Trading Co. Ltd,BSE
Shree Pacetronix Ltd,BSE
Shree Salasar Investments Ltd,BSE
Shreyas Intermediates Ltd,BSE
Shri Niwas Leasing And Finance Ltd,BSE
Shricon Industries Ltd,BSE
Shriram Asset Management Company Ltd,BSE
Shukra Bullions Ltd,BSE
Shyam Telecom Ltd,BSE
Shyama Infosys Ltd,BSE
Shyamkamal Investments Ltd,BSE
Siddha Ventures Ltd,BSE
Sidh Automobiles Ltd,BSE
Siel Financial Services Ltd,BSE
Sikozy Realtors Ltd,BSE
Silicon Valley Infotech Ltd,BSE
Silver Oak India Ltd,BSE
Silveroak Commercials Ltd,BSE
Silverpoint Infratech Ltd,BSE
Simplex Mills Company Ltd,BSE
Simplex Papers Ltd,BSE
Specular Marketing & Financing Ltd,BSE
Sinnar Bidi Udyog Ltd,BSE
SIP Industries Ltd,BSE
Sir Shadi Lal Enterprises Ltd,BSE
Sita Shree Food Products Ltd,BSE
Skyline Ventures India Ltd,BSE
SM Energy Teknik & Electronics Ltd,BSE
Smiths & Founders (India) Ltd,BSE
SMS Techsoft (India) Ltd,BSE
Sobhagya Mercantile Ltd,BSE
Sofcom Systems Ltd,BSE
Softbpo Global Services Ltd,BSE
Solid Carbide Tools Ltd,BSE
Solis Marketing Ltd,BSE
Soma Textiles & Industries Ltd,BSE
Sonal Adhesives Ltd,BSE
Soni Medicare Ltd,BSE
Source Industries (India) Ltd,BSE
South Asian Enterprises Ltd,BSE
Southern Ispat and Energy Ltd,BSE
Southern Latex Ltd,BSE
Southern Online Bio Technologies Ltd,BSE
Sowbhagya Media Ltd,BSE
SP Capital Financing Ltd,BSE
Sparc Systems Ltd,BSE
Sparkling (India) Finshares Ltd,BSE
Speciality Papers Ltd,BSE
Spectra Industries Ltd,BSE
Spectrum Foods Ltd,BSE
Suvidha Infraestate Corporation Ltd,BSE
Spentex Industries Ltd,BSE
Spice Islands Apparels Ltd,BSE
Spring Fields Infraventure Ltd,BSE
Square Four Projects India Ltd,BSE
SR Industries Ltd,BSE
Cella Space Ltd,BSE
Sreechem Resins Ltd,BSE
Sri Lakshmi Saraswathi Textiles Arni Ltd,BSE
Sri Ramakrishna Mills Coimbatore Ltd,BSE
Sri Vajra Granites Ltd,BSE
SRM Energy Ltd,BSE
SS Organics Ltd,BSE
Standard Shoe Sole and Mould (India) Ltd,BSE
Starlit Power Systems Ltd,BSE
Steel Strips Infrastructures Ltd,BSE
Steelco Gujarat Ltd,BSE
Stellant Securities (India) Ltd,BSE
Sterling Guaranty & Finance Ltd,BSE
Sterling Powergensys Ltd,BSE
Subhash Silk Mills Ltd,BSE
Sudal Industries Ltd,BSE
Sujala Trading & Holdings Ltd,BSE
Sujana Universal Industries Ltd,BSE
Sumeru Industries Ltd,BSE
Sun Source India Ltd,BSE
Sunbright Stock Broking Ltd,BSE
Sungold Capital Ltd,BSE
Sunitee Chemicals Ltd,BSE
Sunraj Diamond Exports Ltd,BSE
Super Domestic Machines Ltd,BSE
Superb Papers Ltd,BSE
Superior Finlease Ltd,BSE
Supra Pacific Management Consultancy Ltd,BSE
Supra Trends Ltd,BSE
Supremex Shine Steels Ltd,BSE
Surana Corporation Ltd,BSE
Suryachakra Power Corporation Ltd,BSE
Suryakrupa Finance Ltd,BSE
Suryo Foods & Industries Ltd,BSE
Terraform Magnum Ltd,BSE
SVA India Ltd,BSE
Svarnim Trade Udyog Ltd,BSE
Swagruha Infrastructure Ltd,BSE
Swarna Securities Ltd,BSE
Sword & Shield Pharma Ltd,BSE
Syncom Healthcare Ltd,BSE
T Spiritual World Ltd,BSE
Tamilnadu Jai Bharath Mills Ltd,BSE
Tara Jewels Ltd,BSE
Tarai Foods Ltd,BSE
TCI Industries Ltd,BSE
Terraform Realstate Ltd,BSE
Tivoli Construction Ltd,BSE
Thakral Services India Ltd,BSE
Thambbi Modern Spinning Mills Ltd,BSE
Thirdwave Financial Intermediaries Ltd,BSE
Thomas Scott (India) Ltd,BSE
Tirupati Fincorp Ltd,BSE
Tirupati Tyres Ltd,BSE
Transoceanic Properties Ltd,BSE
Total Exports Ltd,BSE
Towa Sokki Ltd,BSE
TPI India Ltd,BSE
Trans Asia Corporation Ltd,BSE
Trans Financial Resources Ltd,BSE
Trans Freight Containers Ltd,BSE
Transglobe Foods Ltd,BSE
Twin Roses Trades & Agencies Ltd,BSE
TRC Financial Services Ltd,BSE
Tribhuvan Housing Ltd,BSE
Tricom Fruit Products Ltd,BSE
Trident Tools Ltd,BSE
Trijal Industries Ltd,BSE
Trimurthi Ltd,BSE
Trishakti Electronics & Industries Ltd,BSE
Triton Corp Ltd,BSE
Triveni Enterprises Ltd,BSE
Trombo Extractions Ltd,BSE
TSL Industries Ltd,BSE
Tulasee Bio Ethanol Ltd,BSE
Tulip Star Hotels Ltd,BSE
Tulsi Extrusions Ltd,BSE
Modulex Construction Technologies Ltd,BSE
Tuticorin Alkali Chemicals & Fertilisers Ltd,BSE
Pulsar International Ltd,BSE
Typhoon Financial Services Ltd,BSE
Typhoon Holdings Ltd,BSE
Sagar Systech Ltd,BSE
United Textiles Ltd,BSE
Unity Infraprojects Ltd,BSE
Universal Arts Ltd,BSE
Shikhar Leasing & Trading Ltd,BSE
Uniworth Ltd,BSE
USG Tech Solutions Ltd,BSE
Ushdev International Ltd,BSE
Usher Agro Ltd,BSE
Vaishno Cement Company Ltd,BSE
Vallabh Poly Plast International Ltd,BSE
Vani Commercials Ltd,BSE
Vantage Knowledge Academy Ltd,BSE
Vardhaman Laboratories Ltd,BSE
Vardhman Concrete Ltd,BSE
Vardhman Polytex Ltd,BSE
Vas Infrastructure Ltd,BSE
Vax Housing Finance Corporation Ltd,BSE
VCCL Ltd,BSE
VCK Capital Market Services Ltd,BSE
Venlon Enterprises Ltd,BSE
Ventura Textiles Ltd,BSE
Venus Universal Ltd,BSE
Vertical Industries Ltd,BSE
Viceroy Hotels Ltd,BSE
Victory Paper & Boards India Ltd,BSE
Vikalp Securities Ltd,BSE
Vimal Oil & Foods Ltd,BSE
Vinaditya Trading Company Ltd,BSE
Vintage Securities Ltd,BSE
Vintron Informatics Ltd,BSE
Virgo Global Ltd,BSE
Virtualsoft Systems Ltd,BSE
Visco Trade Associates Ltd,BSE
Vishvprabha Ventures Ltd,BSE
Vision Cinemas Ltd,BSE
Vistar Amar Ltd,BSE
Visu International Ltd,BSE
Vitan Agro Industries Ltd,BSE
Vivanza Biosciences Ltd,BSE
Voltaire Leasing & Finance Ltd,BSE
VR Woodart Ltd,BSE
VSF Projects Ltd,BSE
W. S. Industries (India) Ltd,BSE
Welcure Drugs & Pharmaceuticals Ltd,BSE
Wellesley Corporation Ltd,BSE
Welterman International Ltd,BSE
Williamson Financial Services Ltd,BSE
Winsome Diamonds and Jewellery Ltd,BSE
Winy Commercial & Fiscal Services Ltd,BSE
Wisec Global Ltd,BSE
Women Networks Ltd,BSE
Sindu Valley Technologies Ltd,BSE
Worth Investment & Trading Co Ltd,BSE
XL Energy Ltd,BSE
Yantra Natural Resources Ltd,BSE
Yarn Syndicate Ltd,BSE
Sunedison Infrastructure Ltd,BSE
Yuranus Infrastructure Ltd,BSE
Yuvraaj Hygiene Products Ltd,BSE
Zenith Birla (India) Ltd,BSE
Zenith Capitals Ltd,BSE
Zicom Electronic Security Systems Ltd,BSE
Zylog Systems Ltd,BSE
